id,first_name,last_name,patronymic,date_of_birth
,Святослава,Бабко,Степанівна,1970-11-09
,Андрій,Чубай,Олексович,1973-01-27
,Златослава,Скорик,Костянтинівна,1994-11-16
,Веніямин,Ящук,Захарович,2014-10-07
,Єва,Абрагамовський,Петрівна,1996-06-24
,Єва,Вергун,Адамівна,1962-05-26
,Едита,Яременко,Давидівна,1992-07-18
,Руслан,Усик,Олегович,1972-01-11
,Одарка,Шинкаренко,Азарівна,1960-10-12
,Пріска,Токар,Станіславівна,1928-09-03
,Ольга,Єрошенко,Артемівна,1924-12-11
,Світлана,Тимченко,Юстимівна,1976-10-14
,Ада,Нестайко,Охрімівна,1979-05-27
,Володимир,Петренко,Іванович,2001-04-16
,Богодар,Гаврилець,Владиславівна,1924-02-09
,Камілла,Дубина,Євгенівна,1966-07-02
,Ярина,Єфименко,Теодорівна,2020-10-09
,Світлана,Єрошенко,Георгіївна,1960-09-11
,Геннадій,Калениченко,Давидович,1931-01-07
,Павло,Малишко,Остапівна,1943-01-28
,Світлана,Гречко,Валеріївна,2010-04-12
,Віолетта,Абрамчук,Аврелійовна,1955-10-31
,Климент,Гаврилів,Теодорівна,1984-12-27
,Демид,Чайка,Зорянівна,1981-11-10
,Володимира,Бабенко,Тимофіївна,1981-11-29
,Миколай,Тимченко,Демидович,1960-12-19
,Дарина,Верес,Володимирівна,2011-06-28
,Володимира,Батюк,Яремівна,1982-08-19
,Маруся,Забарна,Олександрівна,1981-03-30
,Максим,Бевз,Трохимович,1972-03-14
,Петро,Артим,Іванович,2006-12-04
,Йосип,Лемешко,Георгійович,1935-02-28
,Омелян,Саченко,Францівна,1977-03-09
,Василь,Гавриш,Ігорівна,1926-09-20
,Марина,Гаврилюк,Аркадіївна,1959-04-25
,Венедикт,Коваленко,Федорівна,1960-12-01
,Владислав,Вернидуб,Опанасович,1927-12-09
,Ольга,Ващенко,Гаврилівна,1940-02-25
,Хома,Шахрай,Артемович,1964-04-09
,Олександр,Оберемко,Лукʼянович,1995-08-30
,Олена,Захарченко,Леонтіївна,1991-06-23
,Пилип,Смик,Соломонівна,1973-03-07
,Дмитро,Шахрай,Костянтинович,2012-01-22
,Богуслава,Фесенко,Азарівна,1964-12-23
,Богдан,Примаченко,Веніяминівна,2012-11-07
,Амалія,Примаченко,Августинівна,1928-02-15
,Богуслава,Фесенко,Вʼячеславівна,1932-10-16
,Клавдія,Дейнеко,Ігнатівна,1977-09-01
,Зиновій,Власенко,Лукʼянович,2005-07-11
,Камілла,Швачка,Пилипівна,1978-07-07
,Алевтин,Бевзенко,Станіславівна,1941-10-24
,Варвара,Бакуменко,Макарівна,1927-12-01
,Феофан,Андрійович,Аркадіївна,1963-07-10
,Нестор,Левченко,Гордійович,1972-03-25
,Аврелій,Лукаш,Веніяминівна,1965-06-13
,Ярослава,Їжак,Вікторівна,1946-08-06
,Едуард,Оберемко,Григорійович,1997-02-18
,Розалія,Швачка,Лукʼянівна,2009-05-06
,Опанас,Годунок,Зиновійович,1938-01-11
,Аркадій,Андрусенко,Васильович,1964-03-27
,Охрім,Свириденко,Юстимович,1928-10-20
,Ігор,Прокопович,Гордійович,1977-04-29
,Панас,Непорожній,Спасівна,2007-08-14
,Хома,Вергун,Алевтинович,1988-06-04
,Федір,Короленко,Пилипович,1932-09-05
,Ірена,Черінько,Іванівна,1968-08-04
,Пармен,Ісаєнко,Григоріївна,2019-04-17
,Франц,Москаль,Семенович,2010-05-07
,Любов,Свистун,Марківна,1969-02-14
,Аліна,Удовенко,Вікторівна,1941-07-09
,Олена,Сірко,Йосипівна,1990-11-03
,Онисим,Франчук,Федорівна,1975-08-09
,Марта,Павлик,Русланівна,1983-06-17
,Ярослав,Бабиченко,Бориславівна,1972-02-18
,Веніямин,Рубан,Іванович,1978-12-19
,Вікторія,Туркало,Ростиславівна,1941-04-20
,Одарка,Жарко,Марківна,1936-02-22
,Теодор,Ткач,Володимирович,1973-11-02
,Ірена,Терещук,Климентівна,1986-02-20
,Роксолана,Бабійчук,Олегівна,1979-01-19
,Венедикт,Ґоляш,Мартинович,1985-07-08
,Ірина,Ґоляш,Сергіївна,1995-06-16
,Богданна,Аверченко,Мирославівна,2020-11-06
,Сніжана,Бандура,Назарівна,1967-10-19
,Любов,Ващенко-Захарченко,Лесівна,2008-11-05
,Амвросій,Ємельяненко,Орестівна,1948-12-15
,Мілена,Дейсун,Леонідівна,1996-10-10
,Данна,Акименко,Устимівна,1959-02-07
,Анастасія,Петлюра,Амвросійовна,1988-05-06
,Любов,Усик,Олександрівна,1997-04-06
,Петро,Бгиденко,Іванівна,1989-03-03
,Розалія,Рудько,Францівна,1971-10-10
,Ірена,Чайка,Ааронівна,1974-10-12
,Анжела,Александренко,Феофанівна,1989-10-17
,Амалія,Рак,Теодорівна,1997-06-11
,Валентина,Голобородько,Мартинівна,1983-05-13
,Демид,Джус,Макарівна,1958-10-05
,Орхип,Гречаник,Несторівна,2022-02-20
,Дмитро,Ґерета,Альбертівна,1982-06-14
,Орина,Акименко,Гаврилівна,2014-08-29
,Олекса,Приходько,Борисівна,1935-03-27
,Ігор,Демʼянчук,Францівна,1983-05-18
,Лілія,Рябовіл,Мартинівна,1947-04-14
,Тимофій,Башполченко,Лесівна,1949-12-11
,Пармен,Ісаєвич,Арсенівна,1956-06-11
,Богданна,Лисенко,Гаврилівна,1945-07-09
,Оксана,Чубай,Марківна,1943-03-23
,Василина,Башполченко,Володимирівна,1948-07-22
,Емілія,Шморгун,Пантелеймонівна,1969-01-18
,Пріска,Іщак,Варфоломіївна,1950-06-16
,Спас,Малишко,Миколаївна,1954-10-11
,Віра,Затовканюк,Леонідівна,1941-09-27
,Вʼячеслав,Швачка,Валентинівна,1942-02-06
,Марина,Дацюк,Віталіївна,2015-02-10
,Емілія,Устенко,Яремівна,1934-02-16
,Степан,Жук,Юхимович,1954-07-31
,Єва,Гуцуляк,Амвросійовна,1997-12-21
,Оксенія,Тягнибок,Владиславівна,1983-03-18
,Юстим,Фаренюк,Варфоломійович,1966-11-08
,Богуслава,Асаула,Олегівна,1956-11-08
,Христина,Гаврилюк,Панасівна,1935-06-29
,Пріска,Дуплій,Амвросійовна,2022-11-09
,Максим,Дерегус,Русланівна,2006-04-29
,Франц,Шеремет,Данівна,1977-06-14
,Павло,Зубко,Болеславівна,1958-05-14
,Галина,Козак,Адамівна,1995-08-18
,Роксолана,Оробець,Климентівна,2001-10-26
,Ірена,Іванченко,Романівна,2006-10-22
,Галина,Негода,Давидівна,1977-07-15
,Ада,Ющенко,Святославівна,1936-01-03
,Руслан,Ярош,Андріївна,1976-09-07
,Яків,Вакарчук,Артемович,1924-07-31
,Розалія,Шутько,Андріївна,1931-03-19
,Ілля,Щириця,Григорійович,1934-12-28
,Віталій,Товстуха,Остапович,1947-04-21
,Олена,Гайдабура,Кирилівна,1946-07-29
,Марта,Єсипенко,Петрівна,2008-03-02
,Едита,Охримович,Тарасівна,1948-05-04
,Варфоломій,Черненко,Феофанівна,1966-01-08
,Вʼячеслав,Шаблій,Адамович,1990-11-06
,Марина,Засенко,Степанівна,2007-08-27
,Дан,Ґжицький,Вікторівна,1947-06-16
,Віолетта,Дубас,Панасівна,1940-02-13
,Степан,Фартушняк,Макарівна,1977-12-23
,Семен,Рябовіл,Яковович,1933-08-03
,Роксолана,Бгиденко,Панасівна,1982-10-19
,Станіслав,Юрченко,Глібович,1980-08-13
,Вікторія,Овсієнко,Миколаївна,1961-11-19
,Руслан,Приходько,Алевтинович,1967-09-12
,Одарка,Безбородько,Степанівна,1979-03-04
,Єва,Копитко,Богданівна,2019-11-28
,Тетяна,Стус,Лесівна,1987-04-04
,Альбіна,Яремко,Пилипівна,1989-11-29
,Дарина,Лагода,Вʼячеславівна,1971-08-18
,Алла,Журавель,Прохорівна,2022-11-03
,Оксана,Заїка,Леонтіївна,1975-09-19
,Марта,Бандура,Валентинівна,1924-03-21
,Вадим,Таран,Орхипович,1985-04-30
,Едуард,Цимбалюк,Сергійович,1987-02-08
,Ганна,Тесленко,Миколаївна,1943-06-16
,Святослав,Кабалюк,Соломонівна,1978-01-27
